samples,step,time/total,time/train,time/val
8,0,3.1016125436872244,3.1016125436872244,0.0
16,1,5.579695442691445,5.579695442691445,0.0
24,2,8.06872514821589,8.06872514821589,0.0
32,3,10.558260482735932,10.558260482735932,0.0
40,4,13.048577562905848,13.048577562905848,0.0
48,5,15.541049182415009,15.541049182415009,0.0
