samples,step,time/total,time/train,time/val
8,0,3.0939468778669834,3.0939468778669834,0.0
16,1,5.57520636357367,5.57520636357367,0.0
24,2,8.06672245170921,8.06672245170921,0.0
32,3,10.562466417439282,10.562466417439282,0.0
40,4,13.058087184093893,13.058087184093893,0.0
48,5,15.555384271778166,15.555384271778166,0.0
