samples,step,throughput/batches_per_sec,throughput/device/batches_per_sec,throughput/device/flops_per_sec,throughput/device/samples_per_sec,throughput/device/tokens_per_sec,throughput/flops_per_sec,throughput/samples_per_sec,throughput/tokens_per_sec,time/total,time/train,time/val
520,64,1.0276343548321383,0.3425447849440461,100454809336652.12,2.740358279552369,5612.2537565232515,301364428009956.4,8.221074838657106,16836.761269569753,189.77384914644063,189.77384914644063,0.0
528,65,1.0275108564942421,0.34250361883141406,100442736947354.89,2.7400289506513125,5611.579290933888,301328210842064.7,8.220086851953937,16834.737872801663,192.70440756436437,192.70440756436437,0.0
536,66,1.027084809421958,0.3423616031406526,100401089373766.58,2.738892825125221,5609.252505856452,301203268121299.75,8.216678475375664,16827.75751756936,195.68179086595774,195.68179086595774,0.0
544,67,1.0268597941396784,0.3422865980465595,100379093352348.12,2.738292784372476,5608.02362239483,301137280057044.4,8.214878353117427,16824.07086718449,198.61583198420703,198.61583198420703,0.0
552,68,1.0263485751597285,0.3421161917199095,100329119930460.58,2.736929533759276,5605.231685138997,300987359791381.75,8.210788601277828,16815.695055416993,201.60244822036475,201.60244822036475,0.0
560,69,1.0262221660049176,0.34207405533497254,100316762998751.14,2.7365924426797803,5604.54132260819,300950288996253.44,8.20977732803934,16813.62396782457,204.53613759949803,204.53613759949803,0.0
568,70,1.0261443997139883,0.3420481332379961,100309161075079.2,2.736385065903969,5604.116614971328,300927483225237.6,8.209155197711906,16812.349844913984,207.465910743922,207.465910743922,0.0
576,71,1.0259174408867409,0.3419724802955803,100286975065423.92,2.7357798423646424,5602.877117162788,300860925196271.75,8.207339527093927,16808.631351488362,210.39098195172846,210.39098195172846,0.0
584,72,1.0258296750518894,0.34194322501729646,100278395651778.56,2.7355458001383717,5602.397798683385,300835186955335.7,8.206637400415115,16807.193396050156,213.31502039264888,213.31502039264888,0.0
592,73,1.0258195303630788,0.3419398434543596,100277403973390.77,2.735518747634877,5602.342395156228,300832211920172.3,8.20655624290463,16807.027185468683,216.2415249599144,216.2415249599144,0.0
600,74,1.0257546524988255,0.3419182174996085,100271061937964.36,2.735345739996868,5601.9880755135855,300813185813893.06,8.206037219990604,16805.964226540756,219.16221912018955,219.16221912018955,0.0
608,75,1.0255224045327558,0.3418408015109186,100248358896711.73,2.734726412087349,5600.719691954891,300745076690135.2,8.204179236262046,16802.15907586467,222.10414419230074,222.10414419230074,0.0
616,76,1.0252297319206152,0.3417432439735384,100219749137498.83,2.733945951788307,5599.121309262453,300659247412496.5,8.201837855364921,16797.36392778736,225.04307178314775,225.04307178314775,0.0
624,77,1.0250516883009368,0.3416838961003123,100202344758417.62,2.7334711688024984,5598.148953707517,300607034275252.9,8.200413506407495,16794.44686112255,227.96317010745406,227.96317010745406,0.0
632,78,1.0248802865613789,0.3416267621871263,100185589646070.2,2.7330140974970103,5597.212871673877,300556768938210.6,8.199042292491031,16791.63861502163,230.88683547917753,230.88683547917753,0.0
640,79,1.0246436346275825,0.34154787820919413,100162456101753.69,2.732383025673553,5595.920436579437,300487368305261.06,8.19714907702066,16787.76130973831,233.83106985129416,233.83106985129416,0.0
648,80,1.0243901045868835,0.34146336819562784,100137672664162.55,2.7317069455650227,5594.5358245171665,300413017992487.6,8.195120836695068,16783.6074735515,236.7730527613312,236.7730527613312,0.0
656,81,1.0241672213591315,0.3413890737863772,100115885058441.8,2.7311125902910174,5593.318584916004,300347655175325.4,8.193337770873052,16779.95575474801,239.71742686629295,239.71742686629295,0.0
664,82,1.023956985472325,0.34131899515744163,100095333774003.33,2.730551961259533,5592.170416659524,300286001322010.0,8.1916558837786,16776.511249978572,242.661771254614,242.661771254614,0.0
672,83,1.0237740226273222,0.3412580075424408,100077448523647.52,2.7300640603395263,5591.17119557535,300232345570942.56,8.190192181018578,16773.513586726047,245.60459012258798,245.60459012258798,0.0
680,84,1.0233422378994834,0.3411140792998278,100035240074401.38,2.7289126343986223,5588.8130752483785,300105720223204.1,8.186737903195867,16766.439225745136,248.55520487949252,248.55520487949252,0.0
688,85,1.0232525479160661,0.3410841826386887,100026472568584.5,2.72867346110951,5588.323248352276,300079417705753.5,8.186020383328529,16764.969745056827,251.48415403906256,251.48415403906256,0.0
696,86,1.0231397154542197,0.34104657181807324,100015442805528.75,2.728372574544586,5587.707032667312,300046328416586.25,8.185117723633757,16763.121098001935,254.41338851395994,254.41338851395994,0.0
704,87,1.0229838738196666,0.3409946246065555,100000208747215.94,2.727956996852444,5586.855929553805,300000626241647.8,8.183870990557333,16760.567788661418,257.3474739063531,257.3474739063531,0.0
712,88,1.022736464480234,0.34091215482674464,99976023629324.58,2.727297238613957,5585.504744681384,299928070887973.75,8.181891715841871,16756.514234044153,260.2969270637259,260.2969270637259,0.0
720,89,1.0230167123605682,0.34100557078685606,100003418828067.8,2.7280445662948485,5587.03527177185,300010256484203.4,8.184133698884546,16761.10581531555,263.23186626657844,263.23186626657844,0.0
728,90,1.0227283745460838,0.3409094581820279,99975232810305.38,2.727275665456223,5585.460562854345,299925698430916.1,8.18182699636867,16756.381688563037,266.18322313483804,266.18322313483804,0.0
736,91,1.0232345783547039,0.3410781927849013,100024715981864.73,2.7286255422792105,5588.225110587823,300074147945594.2,8.185876626837631,16764.67533176347,269.133776076138,269.133776076138,0.0
744,92,1.022925062329336,0.3409750207764453,99994459720803.8,2.7278001662115625,5586.53474040128,299983379162411.4,8.183400498634688,16759.60422120384,272.08419112768024,272.08419112768024,0.0
752,93,1.02266023500176,0.34088674500058663,99968571934380.83,2.727093960004693,5585.088430089611,299905715803142.5,8.18128188001408,16755.265290268835,275.03797019831836,275.03797019831836,0.0
760,94,1.0225309110057594,0.34084363700191983,99955930066872.42,2.7267490960153586,5584.3821486394545,299867790200617.25,8.180247288046075,16753.146445918363,277.9746919134632,277.9746919134632,0.0
768,95,1.0221566420862271,0.340718880695409,99919343986643.12,2.725751045563272,5582.338141313581,299758031959929.4,8.177253136689817,16747.014423940745,280.92216006014496,280.92216006014496,0.0
776,96,1.022054720865772,0.3406849069552573,99909380835138.88,2.7254792556420586,5581.781515554936,299728142505416.6,8.176437766926176,16745.344546664808,283.8561172802001,283.8561172802001,0.0
784,97,1.0215899027527044,0.3405299675842348,99863943258334.58,2.7242397406738785,5579.242988900103,299591829775003.75,8.172719222021636,16737.72896670031,286.8484568176791,286.8484568176791,0.0
792,98,1.021571427213828,0.34052380907127605,99862137210564.3,2.7241904725702084,5579.142087823787,299586411631692.9,8.172571417710625,16737.42626347136,289.7807203726843,289.7807203726843,0.0
800,99,1.0209746343610597,0.3403248781203533,99803798646894.81,2.7225990249628262,5575.882803123868,299411395940684.44,8.167797074888478,16727.648409371603,292.780166327022,292.780166327022,0.0
